Name of Initiative,Organization Name,Location 1,State,Category,Unique ID,State Based
Maryland Total Cost of Care Model,"Kiumarce Kashi, M.D., PC","6830 Hospital Dr Ste 106 Baltimore, MD (39.347582, -76.475793)",MD,State & Community-Based Models,171,
Maryland Total Cost of Care Model,Carroll Primary Care - Eldersburg,"1380 Progress Way Eldersburg, MD (39.413246, -76.947357)",MD,State & Community-Based Models,172,
Maryland Total Cost of Care Model,"Internal Medicine Associates, Dr. Cheng, LLC","16009 Comprint Cir Gaithersburg, MD (39.119791, -77.185111)",MD,State & Community-Based Models,173,
Maryland Total Cost of Care Model,Johns Hopkins Community Physicians at Charles County,"4225 Altamont Pl Ste 201 White Plains, MD (38.596017, -76.939331)",MD,State & Community-Based Models,174,
Maryland Total Cost of Care Model,"Dunkirk Family Practice, PA","2025 Chaneyville Rd Ste 200 Owings, MD (38.690461, -76.640079)",MD,State & Community-Based Models,175,
Maryland Total Cost of Care Model,"Husna R. Baksh, M.D., PC","10750 Columbia Pike Ste 401A Silver Spring, MD (39.032101, -77.004049)",MD,State & Community-Based Models,176,
Maryland Total Cost of Care Model,WMHS Primary Care Center,"12502 Willowbrook Rd Ste 680 Cumberland, MD (39.649669, -78.732266)",MD,State & Community-Based Models,177,
Maryland Total Cost of Care Model,Clinical Associates - Woodholme,"1838 Greene Tree Rd Pikesville, MD (39.391222, -76.735402)",MD,State & Community-Based Models,178,
Maryland Total Cost of Care Model,Upper Chesapeake Primary Care - Bel Air,"520 Upper Chesapeake Dr Ste 308 Bel Air, MD (39.519602, -76.344992)",MD,State & Community-Based Models,179,
Maryland Total Cost of Care Model,"Joseph T. Pallan, M.D., PA","1205 York Rd Ste 30 Lutherville, MD (39.416271, -76.614108)",MD,State & Community-Based Models,180,
Maryland Total Cost of Care Model,Medical and Wellness Center of Olney,"4000 Olney Laytonsville Rd Olney, MD (39.160353, -77.078756)",MD,State & Community-Based Models,181,
Maryland Total Cost of Care Model,Johns Hopkins Community Physicians at Germantown,"20500 Seneca Meadows Pkwy Ste 2400 Germantown, MD (39.196973, -77.258106)",MD,State & Community-Based Models,182,
Maryland Total Cost of Care Model,PCA Primary Care,"400 Eastern Shore Dr Salisbury, MD (38.362438, -75.595001)",MD,State & Community-Based Models,183,
Maryland Total Cost of Care Model,"Rodney L. Ellis, M.D., PC","9811 Greenbelt Rd Ste 104 Lanham, MD (38.9908, -76.835115)",MD,State & Community-Based Models,184,
Maryland Total Cost of Care Model,UMC MG Primary Care Centreville,"2540 Centreville Rd Centreville, MD (39.034706, -76.074696)",MD,State & Community-Based Models,185,
Maryland Total Cost of Care Model,"Alkesh D. Patel, M.D., LLC","10632 Little Patuxent Pkwy Ste 111 Columbia, MD (39.214081, -76.871494)",MD,State & Community-Based Models,186,
Maryland Total Cost of Care Model,"Howard I. Goldman, M.D., LLC","9106 Philadelphia Road ste 304 Baltimore, MD (39.347031, -76.472955)",MD,State & Community-Based Models,187,
Maryland Total Cost of Care Model,Johns Hopkins Community Physicians at Downtown Bethesda,"7315 Wisconsin Ave Ste 700 Bethesda, MD (38.982419, -77.093207)",MD,State & Community-Based Models,188,
Maryland Total Cost of Care Model,CHG - Eldersburg,"1380 Progress Way Ste 102 Eldersburg, MD (39.413246, -76.947357)",MD,State & Community-Based Models,189,
Maryland Total Cost of Care Model,"Maryland Primary Care Physicians, LLC - Arundel Mills","7556 Teague Rd Ste 210 Hanover, MD (39.153123, -76.718868)",MD,State & Community-Based Models,190,
Maryland Total Cost of Care Model,"Donelson & Carnell, M.D., PA","65 Thomas Johnson Dr Ste C Frederick, MD (39.451256, -77.402207)",MD,State & Community-Based Models,191,
Maryland Total Cost of Care Model,CHG - Hampstead,"2319 Hanover Pike Ste E-F Hampstead, MD (39.638865, -76.867667)",MD,State & Community-Based Models,192,
Maryland Total Cost of Care Model,MMG at Wilkens Medical Center,"4660 Wilkens Ave Ste 100 Baltimore, MD (39.26507, -76.69793)",MD,State & Community-Based Models,193,
Maryland Total Cost of Care Model,CHG - College Square,"444 WMC Dr Ste 100 Westminster, MD (39.586528, -77.011479)",MD,State & Community-Based Models,194,
Maryland Total Cost of Care Model,Patel Ramanan and Associates,"3575 Old Washington Rd Ste A Waldorf, MD (38.614345, -76.918817)",MD,State & Community-Based Models,195,
Maryland Total Cost of Care Model,Dr. Timothy Herlihy and Mary Rackson,"7505 Osler Dr Ste 306 Towson, MD (39.386546, -76.61267)",MD,State & Community-Based Models,196,
Maryland Total Cost of Care Model,Internal Medicine at Towson,"7505 Osler Dr Ste 402 Towson, MD (39.386546, -76.61267)",MD,State & Community-Based Models,197,
Maryland Total Cost of Care Model,Drs. Huddleston & Dinardo,"106 Milford St Ste 103 Salisbury, MD (38.338775, -75.602649)",MD,State & Community-Based Models,198,
Maryland Total Cost of Care Model,Mmg Internal Medicine at Medstar Good Samaritan Hospital,"5601 Loch Raven Blvd Fl 3 Baltimore, MD (39.359301, -76.588684)",MD,State & Community-Based Models,199,
Maryland Total Cost of Care Model,MMG at Dundalk  Professional Center,"1576 Merritt Blvd Ste 14 Baltimore, MD (39.274299, -76.503303)",MD,State & Community-Based Models,200,
Maryland Total Cost of Care Model,Dr. Nancy K. Bailowitz,"7505 Osler Dr Ste 512 Towson, MD (39.386546, -76.61267)",MD,State & Community-Based Models,201,
Maryland Total Cost of Care Model,"Pritam S. Saini, M.D.","9101 Cherry Ln Ste 211 Laurel, MD (39.08547, -76.849397)",MD,State & Community-Based Models,202,
Maryland Total Cost of Care Model,"Maryland Primary Care Physicians, LLC - Bowie","4201 Mitchellville Rd Ste 102 Bowie, MD (38.947389, -76.721481)",MD,State & Community-Based Models,203,
Maryland Total Cost of Care Model,Towson Medical Associates,"7801 York Rd Ste 102 Towson, MD (39.390413, -76.60522)",MD,State & Community-Based Models,204,
Maryland Total Cost of Care Model,MMG at Honeygo Center,"5009 Honeygo Center Dr Ste 216 Perry Hall, MD (39.4049, -76.442244)",MD,State & Community-Based Models,205,
Maryland Total Cost of Care Model,Dorchester Family Medicine,"300 Dorchester Ave Cambridge, MD (38.566666, -76.066837)",MD,State & Community-Based Models,206,
Maryland Total Cost of Care Model,Drs. Colodonato and Snyder,"7600 Osler Dr Ste 411 Towson, MD (39.387986, -76.613275)",MD,State & Community-Based Models,207,
Maryland Total Cost of Care Model,MMG at Dorsey Hall,"9501 Old Annapolis Rd Ellicott City, MD (39.241341, -76.841103)",MD,State & Community-Based Models,208,
Maryland Total Cost of Care Model,"Maryland Primary Care Physicians, LLC - Columbia","11055 Little Patuxent Pkwy Ste 104 Columbia, MD (39.215811, -76.884819)",MD,State & Community-Based Models,209,
Maryland Total Cost of Care Model,Doctors Community Practices Riverdale,"6502 Kenilworth Ave Ste 100 Riverdale, MD (38.96746, -76.918172)",MD,State & Community-Based Models,210,
Maryland Total Cost of Care Model,Beltway Internal Medicine,"9114 Philadelphia Rd Ste 300 Baltimore, MD (39.347646, -76.472101)",MD,State & Community-Based Models,211,
Maryland Total Cost of Care Model,Transitional Care Clinic,"7505 Osler Dr Ste 310 Towson, MD (39.386546, -76.61267)",MD,State & Community-Based Models,212,
Maryland Total Cost of Care Model,"Manchester Medical Center, LLC","3000 Manchester Rd Ste 5 Manchester, MD (39.663051, -76.88837)",MD,State & Community-Based Models,213,
Maryland Total Cost of Care Model,Doctors Community Practices District Heights,"6400 Marlboro Pike District Heights, MD (38.852983, -76.896197)",MD,State & Community-Based Models,214,
Maryland Total Cost of Care Model,UMC MG Primary Care Chestertown,"126 Philosophers Ter Ste 102 Chestertown, MD (39.212394, -76.0643)",MD,State & Community-Based Models,215,
Maryland Total Cost of Care Model,Metropolitan Medical Specialists,"8116 Good Luck Rd Ste 300 Lanham, MD (38.980429, -76.864652)",MD,State & Community-Based Models,216,
Maryland Total Cost of Care Model,"Thomas V. Joseph, M.D.","50 W Edmonston Dr Ste 207 Rockville, MD (39.073933, -77.136531)",MD,State & Community-Based Models,217,
Maryland Total Cost of Care Model,"Gerald Family Care, PC","7940 Johnson Ave Glenarden, MD (38.934351, -76.865308)",MD,State & Community-Based Models,218,
Maryland Total Cost of Care Model,"Jeffrey D. Gaber & Associaters, PA","1838 Greenetree Rd Ste 445 Baltimore, MD (39.391222, -76.735402)",MD,State & Community-Based Models,219,
Maryland Total Cost of Care Model,Eastern Shore Medical Center,"914A Eastern Shore Dr Salisbury, MD (38.352, -75.59789)",MD,State & Community-Based Models,220,
Maryland Total Cost of Care Model,JHU General Internal Medicine at Johns Hopkins Outpatient Center,"601 N Caroline Street 7th Floor Baltimore, MD (39.297209, -76.597546)",MD,State & Community-Based Models,221,
Maryland Total Cost of Care Model,South River Family Medicine,"3169 Braverton St Ste 201 Edgewater, MD (38.932574, -76.56502)",MD,State & Community-Based Models,222,
Maryland Total Cost of Care Model,AAMC Community Clinic,"1419 Forest Dr Ste 100 Annapolis, MD (38.962047, -76.511266)",MD,State & Community-Based Models,223,
Maryland Total Cost of Care Model,Kent Island Primary Care,"1630 Main St Ste 101 Chester, MD (38.977175, -76.285917)",MD,State & Community-Based Models,224,
Maryland Total Cost of Care Model,Largo Primary Care,"1450 Mercantile Ln Ste 111 Largo, MD (38.90969, -76.837701)",MD,State & Community-Based Models,225,
Maryland Total Cost of Care Model,Pasadena Primary Care,"8109 Ritchie Hwy Pasadena, MD (39.125408, -76.588978)",MD,State & Community-Based Models,226,
Maryland Total Cost of Care Model,Centreville Family Medicine,"202 Coursevall Dr Centreville, MD (39.033272, -76.074539)",MD,State & Community-Based Models,227,
Maryland Total Cost of Care Model,Waugh Chapel Family Medicine,"2401 Brandermill Blvd Ste 250 Gambrills, MD (39.035376, -76.681705)",MD,State & Community-Based Models,228,
Maryland Total Cost of Care Model,"Mahesh Moondra, M.D., PA","106 Milford St Ste 504B Salisbury, MD (38.338775, -75.602649)",MD,State & Community-Based Models,229,
Maryland Total Cost of Care Model,Chesapeake Family Medicine,"2002 Medical Pkwy Ste 460 Annapolis, MD (38.991064, -76.53696)",MD,State & Community-Based Models,230,
Maryland Total Cost of Care Model,Seton Medical Group - Catonsville,"6501 Baltimore National Pike Ste D Catonsville, MD (39.285413, -76.76168)",MD,State & Community-Based Models,231,
Maryland Total Cost of Care Model,Eastern Shore Primary Care,"1630 Main St Ste 204 Chester, MD (38.977175, -76.285917)",MD,State & Community-Based Models,232,
Maryland Total Cost of Care Model,"Wellspring Family Medicine, PC","311 N 4th Street Suite 1 Oakland, MD (39.41488, -79.401428)",MD,State & Community-Based Models,233,
Maryland Total Cost of Care Model,"Monocacy Health Partners Primary Care, Mt. Airy","504 E Ridgeville Blvd Ste 120 Mount Airy, MD (39.363068, -77.159519)",MD,State & Community-Based Models,234,
Maryland Total Cost of Care Model,MMG at Laurel,"14201 Laurel Park Dr Ste 102 Laurel, MD (39.085376, -76.879445)",MD,State & Community-Based Models,235,
Maryland Total Cost of Care Model,MMG at Olney  Professional Park,"2901 Olney Sandy Spring Rd Olney, MD (39.150245, -77.059973)",MD,State & Community-Based Models,236,
Maryland Total Cost of Care Model,MMG at Gaithersburg,"12111 Darnestown Rd Ste A Gaithersburg, MD (39.117433, -77.251154)",MD,State & Community-Based Models,237,
Maryland Total Cost of Care Model,Medstar Health at Leisure World Boulevard,"3305 N Leisure World Blvd Silver Spring, MD (39.107929, -77.072867)",MD,State & Community-Based Models,238,
Maryland Total Cost of Care Model,MMG at Silver Spring,"10301 Georgia Ave Ste 301 Silver Spring, MD (39.023894, -77.045526)",MD,State & Community-Based Models,239,
Maryland Total Cost of Care Model,Atlantic Internal Medicine,"10324 Old Ocean City Blvd Berlin, MD (38.338159, -75.205476)",MD,State & Community-Based Models,240,
Maryland Total Cost of Care Model,"Maryland Primary Care Physicians, LLC - Pasadena","24 Magothy Beach Rd Ste A Pasadena, MD (39.120912, -76.517237)",MD,State & Community-Based Models,241,
Maryland Total Cost of Care Model,"Monocacy Health Partners Primary Care, Crestwood","7211 Bank Ct Ste 230 Frederick, MD (39.384541, -77.415287)",MD,State & Community-Based Models,242,
Maryland Total Cost of Care Model,Central Maryland Primary Care,"201 Back River Neck Rd Ste 109 Essex, MD (39.308049, -76.44438)",MD,State & Community-Based Models,243,
Maryland Total Cost of Care Model,"Monocacy Health Partners Primary Care, Liberty","194 Thomas Johnson Dr Ste A Frederick, MD (39.439929, -77.409474)",MD,State & Community-Based Models,244,
Maryland Total Cost of Care Model,"Monocacy Health Partners Primary Care, Myersville","3000D Ventrie Ct Myersville, MD (39.492449, -77.567926)",MD,State & Community-Based Models,245,
Maryland Total Cost of Care Model,"Eren and Atluri MDs, LLC","7310 Ritchie Hwy Ste 800 Glen Burnie, MD (39.171575, -76.619735)",MD,State & Community-Based Models,246,
Maryland Total Cost of Care Model,"Monocacy Health Partners Primary Care, Stockman","1562 Opossumtown Pike #3 Frederick, MD (39.43801, -77.410305)",MD,State & Community-Based Models,247,
Maryland Total Cost of Care Model,"Jin Gu, M.D., PA","7505 Osler Dr Ste 312 Towson, MD (39.386546, -76.61267)",MD,State & Community-Based Models,248,
Maryland Total Cost of Care Model,"Tony Varghese, M.D., PA","8022 Belair Rd Nottingham, MD (39.376138, -76.506763)",MD,State & Community-Based Models,249,
Maryland Total Cost of Care Model,Seton Medical Group - Kings Contrivance,"8325 Guilford Rd Ste E Columbia, MD (39.176737, -76.870196)",MD,State & Community-Based Models,250,
Maryland Total Cost of Care Model,"Maryland Primary Care Physicians, LLC - Queenstown","125 Shoreway Dr Ste 120 Queenstown, MD (38.967206, -76.181406)",MD,State & Community-Based Models,251,
Maryland Total Cost of Care Model,Khandagle Medical Associates,"12520 Prosperity Dr Ste 320 Silver Spring, MD (39.061572, -76.960773)",MD,State & Community-Based Models,252,
Maryland Total Cost of Care Model,Manchester Family Medicine,"2973 Manchester Rd Manchester, MD (39.662054, -76.889928)",MD,State & Community-Based Models,253,
Maryland Total Cost of Care Model,Seton Medical Group - Oakland Mills,"9650 Santiago Rd Ste 109 Columbia, MD (39.207964, -76.847301)",MD,State & Community-Based Models,254,
Maryland Total Cost of Care Model,Potomac Physician Associates - Chevy Chase,"8401 Connecticut Ave Penthouse Suite Chevy Chase, MD (38.994244, -77.077078)",MD,State & Community-Based Models,255,
Maryland Total Cost of Care Model,Middletown Valley Family Medicine,"300 S Church St Middletown, MD (39.439955, -77.545283)",MD,State & Community-Based Models,256,
Maryland Total Cost of Care Model,UMC MG Primary Care Denton,"836 S 5th Ave Denton, MD (38.871679, -75.82665)",MD,State & Community-Based Models,257,
Maryland Total Cost of Care Model,Seton Medical Group - Elkridge,"6518 Meadowridge Rd Ste 110 Elkridge, MD (39.189505, -76.776443)",MD,State & Community-Based Models,258,
Maryland Total Cost of Care Model,UMPB General Internal Medicine,"419 West Redwood Street Ste 620 Baltimore, MD (39.288601, -76.621982)",MD,State & Community-Based Models,259,
Maryland Total Cost of Care Model,Southern Maryland Medical Group - Greenbelt,"7219 Hanover Pkwy Ste B Greenbelt, MD (38.989434, -76.878254)",MD,State & Community-Based Models,260,
Maryland Total Cost of Care Model,Potomac Physician Associates - Germantown,"19735 Germantown Rd Ste 100 Germantown, MD (39.180065, -77.264564)",MD,State & Community-Based Models,261,
Maryland Total Cost of Care Model,Seton Medical Group - Ellicott City,"2850 North Ridge Rd Ste 103 Ellicott City, MD (39.291471, -76.818583)",MD,State & Community-Based Models,262,
Maryland Total Cost of Care Model,UMC MG Primary Care Easton,"500 Cadmus Lane Ste 211 Easton, MD (38.76288, -76.070469)",MD,State & Community-Based Models,263,
Maryland Total Cost of Care Model,Calvert Internal Medicine Group - Dunkirk,"10845 Town Center Blvd. Ste 204 Dunkirk, MD (38.725563, -76.657831)",MD,State & Community-Based Models,264,
Maryland Total Cost of Care Model,"Dr. Luis A. Casas, M.D.","14201 Laurel Park Dr Ste 103 Laurel, MD (39.085376, -76.879445)",MD,State & Community-Based Models,265,
Maryland Total Cost of Care Model,"Syed A. Sadiq, M.D.","14333 Laurel Bowie Rd Ste 208 Laurel, MD (39.086922, -76.846852)",MD,State & Community-Based Models,266,
Maryland Total Cost of Care Model,Seton Medical Group - Foster Avenue,"2801 Foster Avenue Baltimore, MD (39.28418, -76.576722)",MD,State & Community-Based Models,267,
Maryland Total Cost of Care Model,MMG at North  Parkville Health Center,"9512 Harford Rd. Ste 201 Baltimore, MD (39.393901, -76.524852)",MD,State & Community-Based Models,268,
Maryland Total Cost of Care Model,Seton Medical Group - Marriottsville,"2400 Longstone Lane Ste 106 Marriottsville, MD (39.30839, -76.897456)",MD,State & Community-Based Models,269,
